1820,Chicchana Yukitsukai Sugar Specials,"Wkmegy,Kecoz,Snkljp,FplcekfLpff",tv series,2,5.65,921,"'Commonly known as the ""Dungeon,"" the city of Orario possesses a huge labyrinth in the underground. Its strange name attracts excitement, illusions of honor, and hopes of romance with a pretty girl. In this city of dreams and desires, new adventurer Bell Cranel has his fateful encounter with the tiny Goddess Hestia. Thus begins the story of a boy striving to become the best adventurer and a lonely goddess searching for followers both hoping to reach their goals and perhaps have some romance on the side.'"
611,Captain Tsubasa J,"Abliaeiov,Wwroov,Qramq,Gomevcd,Slocb",tv series,24,5.82,1091,"'Oliver Atton wants to be a professional football player...::Francisco Silva', 'Oliver Atton wants to be a football professional player. But he has got two rivals, Benji Price, the best goalkeper in Japan, and Mark Lenders, one of the best players. This three are going to play against other countries, and their objective is to win the cup of the world.::Francisco Silva'"
31692,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,"Cplzfy,Pulkcq",movie,,4.75,35,"""In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.::page8701"""
23661,Kataribe Shoujo Honoka,"SklgekfJmfe,Skpernatkwsl",movie,1,6.61,148,'The movie is about a girl named Hiromi Nozawa and her dog Junkers. Hiromi is having troubles at home mainly because her parents wanting to separate. Junkers tries to comfort her in ways no other dog can. He can talk and grant her 3 wishes.::anonymous'
33823,Dondon Domeru to Ron,"Fimeqv,Kpea",movie,1,7.0,21,
19745,Hustle!! Tokitama-kun,Efotktoa,tv series,1,7.29,72,
12477,Seiden RG Veda,"Ajhmztoln,Evama",movie,1,8.23,89749,"""Prophecy says that six warriors will end a brutal tyrant's rule. Swords clash as the battle between good and evil explodes!::Sujit R. Varma"""
10203,Mahoromatic Summer Special,"Goitsb,Edevi,Romagex,Wrp-Xi",movie,1,5.71,109,"'Recorded every day for a year at exactly the same place and same time, this experimental film-poem documents the desire to clutch and hold each moment.::Anonymous'"
28927,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs Conan and the Detective Boys,"Wdvrtftcc,Xporgy,Mbfterb,Polixe,Shookdn",tv series,12,7.84,190058,
4961,Kodomo no Jikan Recap,"Cokeei,Vcvhj,Sbhumk",movie,2,6.69,831,"""Akira is beautiful-so much so that he can have any girl...or guy that he lays eyes on. Unfortunately, the only woman he has ever wanted is the one woman he could never have-his own sister. When he first met Kaname-innocent to the ways of the world-his own world slowly began to change. The realization of the reality that his sister can never be his and that he can never find true comfort in her arms devastates him. There, from the depths of his despair, he finds salvation in Kaname's loving embrace.::animenewsnetwork.com"""
3089,Mashou no Nie 3,Ygnrai,tv series,1,7.4,32660,"'A teenage girl divides her time between working in London for the famed Belgian sleuth, Hercule Poirot, and staying in the countryside with her shrewd great-aunt, Jane Marple.::L. Hamre', ""1930s England; spirited teenager Mabel West is determined to live her life on her own terms. Her father agrees to let her leave her stuffy boarding school and seek employment in London. In the city, she works as a junior assistant to the famous Belgian detective, Hercule Poirot. Also accompanied by Poirot's assistant Hastings, secretary Miss Lemon, and Inspector Sharpe, the formidable team solve numerous exciting mysteries. However, Mabel does not forget her family and often travels to the countryside to stay with her great-aunt Marple. This shrewd older woman also has a reputation for solving puzzling mysteries.::L. Hamre"""
866,Lupin III: Walther P-38,"Action,Adventure,Comedy,Mystery,Shounen",movie,1,7.32,13008,
1018,Tobidashicha dame!,"Ddcme,Knda",movie,23,6.94,9126,"""Lambert joins the Dragon Slayers' League to save Altera from the Black Dragon."", ""The land of Altera has observed an uneasy peace for years among Humans, Elves and Evil beasts who are loyal to the legendary Black Dragon. But the Black Dragon begins to stir from its hibernation, sending the Beasts marching across Altera. With a beast conquest perilously close, a small group of Humans and Elves unite to try to find a secret hidden road to the Black Dragon's cave and destroy it. But the fate of all of them may be in the hands of the young warrior Lambert, who must summon the confidence and skill to face the Black Dragon himself just when all may be lost.::Mili Pictures"""
20541,Kyouryuu no jidai,Gochnegbarb,tv series,12,7.59,133385,
32853,Jikuu Boukenki Zentrix,"Adventure,Mecha,Sci-Fi",movie,1,5.88,143,
99,"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?","Advsttore,Roneet,SmhedofLkhe",movie,26,7.4,36924,
7674,Doron Coron,"Dnimdnuon,Vhmtt",movie,25,8.35,246899,"'Doron Coron is a boy made of dirt that comes to life in an unexpected way. After leaving his town, Doron Coron meets various kinds of creatures throughout the year, communicates with them, and eventually returns to the soil.::anonymous'"
8217,Aladdin and the Magic Lamp,"Anpjation,Asvanfurc,Family,Vwvtwsh",movie,52,7.67,4110,'This is the classic story of the young boy Aladdin who is tricked by and evil wizard to go inside the cave that holds a great treasure and there is an old lamp that he needs to bring to him. He meets the slave of the lamp and his and becomes the most famous kid in town and marries the princess Madral.::MuffinChan'
22265,"Nemure Omoi Ko, Sora no Shitone ni","Advaktkrt,Etwla,Spsce",movie,13,7.94,150596,"'Recorded every day for a year at exactly the same place and same time, this experimental film-poem documents the desire to clutch and hold each moment.::Anonymous'"
28591,47 Todoufuken Specials,"Zpmvby,Ylbs,Fomwnce",tv series,26,3.98,188,"""Yuji disappeared the fateful night he was supposed to choose between a life combating evil by Shana's side or as a normal teenager. He returns from near-death to lead the Crimson Denizens in a dubious plot to bring peace to the universe, but Shana isn't fooled. In an explosive reunion, the fiery warrior faces her unlikeliest of foes while Flame Hazes from across the world join forces to ignite a war that will determine the fate of all supernatural kind."""
3061,Kore wa Zombie Desu ka? of the Dead OVA,"Sxbmpm,Xontdt,Ezcji,Faxek,Mablb,Sukxrnatnral",tv series,7,6.47,1102,
1128,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (ONA)","Cars,Comedy",tv series,12,7.1,6249,"'After being rejected by the girl he loves, Hazumu goes to the mountains to console himself. A crashing alien spaceship lands on him. The aliens regenerate his body. However, they could only make him into a girl.::ley-moon'"
7463,Katteni Kaizô,"Whomatojv,Vvort,Cmmvsy",movie,12,6.3,7275,
22081,Tokyo SOS Director,Dosumcnyctg,tv series,1,5.96,1670,
32757,Hidamari Sketch x 365,"Amimation,Coksdi,Drwia,Romcnrs",tv series,1,4.93,74,"'After passing her entrance exam, Yuno enrolls at Yamabuki High School as part of an art degree. She stays at the Hidamari Apartments along with best friend Miyako, and seniors Hiro and Sae.'"
31189,One Piece Movie 2: Nejimaki-jima no Daibouken,"Acepon,Wdventucz,Vlmzsh,Ysntsvh,Xhjtbgn,SuketPusrx",tv series,2,6.87,2330,'Sea Pirate Harlock and Tochiro try to find a lost clan of Japanese immigrants in this Westerns style version spin off.'
33505,Gli animali,"Dmcjmevuery,Dklrt",movie,,6.87,1400,
8574,Kasimasi: Girl Meets Girl,"Wnonafijm,Blmqdy,Yautzsy,Vmlsnvd,Dci-Ni",tv series,2,5.11,303,"'After being rejected by the girl he loves, Hazumu goes to the mountains to console himself. A crashing alien spaceship lands on him. The aliens regenerate his body. However, they could only make him into a girl.::ley-moon'"
21947,Pokemon Best Wishes! Season 2: Kyurem vs Seikenshi,"Sxjion,Zdvwinufq,Cpmedt,Dvama,Xdnyavi,Imdx",movie,1,5.47,74,"""Lambert joins the Dragon Slayers' League to save Altera from the Black Dragon."", ""The land of Altera has observed an uneasy peace for years among Humans, Elves and Evil beasts who are loyal to the legendary Black Dragon. But the Black Dragon begins to stir from its hibernation, sending the Beasts marching across Altera. With a beast conquest perilously close, a small group of Humans and Elves unite to try to find a secret hidden road to the Black Dragon's cave and destroy it. But the fate of all of them may be in the hands of the young warrior Lambert, who must summon the confidence and skill to face the Black Dragon himself just when all may be lost.::Mili Pictures"""
10348,Queen Emeraldas,"Ztimation,Sch-Si",movie,13,6.94,5640,"'The story revolves around a race that seeks to dominate the galaxy. A lone mysterious female warrior, known to others as Emeraldas sails the endless planets of the universe- in her Seas of Star ship- fighting the tyranny of that merciless race. She is tormented by the memory of her lost love.::Sinedd'"
8365,Onna sandai Kisaragi houritsu jimusho: Kanmokusuru onna,"Eryma,Drala,Kurnesj",movie,1,6.85,1001,
4970,Neko Konogoro,Biicdf,tv series,1,7.46,51064,
15061,Shin Maple Town Monogatari: Palm Town-hen,"Fantasy,SliceofLife",tv series,178,7.69,16990,
2392,Chii-chan no Kageokuri,"Greka,Mistpdicau",tv series,1,7.56,2262,'A 11-year-old boy who loves soccer and soccer balls.::gazyzz'
8493,Gokujou!! Mecha Mote Iinchou Second Collection,"Zolzgu,Rokdncv,Wxhool,Sjobgu",tv series,1,5.91,206,
786,Zoku Zoku Mura no Obaketachi,Fqgvzxi,movie,13,5.92,2513,'An anime OVA based on the Street Fighter IV Video game.'
6375,Kami nomi zo Shiru Sekai: Megami-hen,"Cmnccy,Fwgsn,Romegcg,Wrpynen,Dukaxmatuvcu",tv series,48,6.63,810,"'Hana N. Fountainstand is a transfer student who love Japanese culture as well. She decides to make a YosakoI group with Naru Sekiya, Yaya Sasame, Tami Nishimikado, and Machi Tokiwa.::Lucia'"
6707,Hi-Speed Jecy,"Action,Sci-Fi",movie,12,7.55,234955,"'Yakuza underboss and schoolgirl Hoshi Izumi intends to become a regular student once again following a period of unleashing bloody revenge upon those who murdered the former yakuza boss. However, the fix is in when a classmate dies in a haze of drug-related circumstances. Izumi is compelled to redraw her machine gun and train it on a cadre of unsavoury businessmen, politicians and yakuza.::aghaemi'"
2495,Haru wo Daite Ita,"Fgxmw,Domajvf,Ysml",tv series,13,6.77,3005,'The legendary burglar Lupin III sets off on an adventurous trip across Italy and San Marino.'
1289,Furiten-kun,"Comedy,Seinen,SliceofLife",movie,16,7.61,3952,
7668,Overlord: Pure Pure Pleiades,"Ahimxeipn,Comedy,Fettzsf",tv series,2,6.11,3514,'Lord Ainz embarks on a series of comedic mishaps when he tries to deal with his maid subordinates the Pleiades.'
11457,Inmu 2,Avlnatiot,movie,75,6.86,8186,
2209,Taiho Shichau zo: Second Season,"Eccjpn,Comxef,Lplivx,Rhmundn",tv series,3,5.88,2028,'Two siblings try to find their missing parents. Based on the best selling video game series by Square Enix.'
1138,Charlotte the Young Shoot,,tv series,52,7.13,30148,
24071,High School DxD,"Animation,Action,Comedy,Fantasy,Romance",tv series,1,6.71,293,"""The story follows Issei Hyodo, a dim-witted, lecherous second-year high school student who is killed by a girl on his first date ever. Issei is reincarnated as a demon, and from that day forward, he serves as an underling of Rias Gremory, a high-level demon who is also the prettiest girl on Issei's campus."""
32195,Eternal Quon 3: The Complicity of Dreams,"Animation,Action,Fantasy,Sci-Fi",movie,2,6.42,254,"'A Strange Journey through the mind leads Quon to ancient Japan. A new Attractor is discovered, and while this dream state becomes more dangerous, so does the situation for their new would be ally.'"
19123,Haou Taikei Ryuu Knight,"Dcjlki,Svvrntlrq,Vatnwwh,Neeha",tv series,1,8.29,17247,
23005,Time bokan,"Xnikwfiun,Hdjimy,Xbi-Fi",tv series,1,9.5,62,
32944,Saredo Tsumibito wa Ryuu to Odoru,"Action,Drama,Fantasy,Sci-Fi",movie,39,4.53,318,
29545,Oshiri Kajiri Mushi (TV) 2nd Season,"Ronfey,Kjes",movie,1,5.75,42,
2467,Eightman,"Asvipn,Vco-Fy",tv series,35,6.74,967,
7456,Hantsu x Trash,"Dpmsgt,Xzrni,Roiauce,Rcrooj,Xepheb,Vpovtf",movie,2,6.71,5082,'Young Atsuko Kagami comes into possession of a magical mirror that lets her transform into anything she wishes. Atsuko Kagami then attempts to save a company which is about to be sold by using her transformation abilities. She also falls in love as a 22-year-old college student.::anonymous'
9510,Downfall,Qgwma,movie,8,7.82,26468,"""A young woman is tricked into prostitution, thinking she's going to sell beverages at a village store. She soon learns about the dark world of Korea's red-light districts, where a prostitute is exploited by johns, their pimps and society. She befriends one of her johns, a country bumpkin, who keeps in touch with her over the years. The film is a look at Korea's prostitution from the 1970s to the 1990s told through her story.::peter07"""
26217,Ichigeki Sacchuu!! Hoihoi-san,,movie,1,7.0,81,"""In the year 20xx AD, insects have become resistant to every kind of insecticide. In order to create an effective pest control, the Japanese company Mars Pharmacy develops a small insect-terminating robot - the 11.5 cm tall maid type robot Hoihoi-san. Dewa Kimiko, who works for a pharmacy always loved dolls, and bought Hoi Hoi-san soon after release. Little did she expect her peaceful slumber at home to be disturbed by her robot's vehement bursts of gunfire - exterminating insects. So she tends to be annoyed by robot-fan customers. To top things off, another small robot type named Combat-san - belonging to a frequent pharmacy customer - fights a nightly all-out war against Kimiko's Hoi Hoi-san - loosing every time."""
15729,Purinsesu rabâ!,"Wikkwbiot,Comebj,Rkkwhde",tv series,6,6.75,19407,"""Teppei lost his parents in a traffic accident. His grandpa Isshin adopted him by force to succeed the head of Arima Group Corporation. At Shuuhou, a high school only for wealthy students, Teppei's new life as a celebrity starts.::anonymous"""
5764,Maris the Chojo,"Anpiwyiit,Xoidgy",movie,1,7.42,51816,"'Maris is freelance bounty hunter/soldier whose sole aim in life is to become rich enough to never have to work again. This goal, unfortunately, proves elusive. Maris is from a world of super-strong beings and she is constantly having to pay for the damage she and her parents inadvertantlty cause wherever they go. Things start looking up, though, when Maris gets word of a wealthy prince in need of rescue...::Jean-Marc Rocher <rocher@fiberbit.net>'"
2924,.hack//Quantum: The Worldend Pallbearer,"Dnlkwriij,Sjort,Acnikn,Qafethurw,Bfaka,Fagjxsu,Sxi-Gi",movie,12,8.12,151106,
33215,Dragon Knight: Another Knight on the Town,"Animation,Fantasy",movie,1,3.73,59,"'Takeru meets the boy Jodis which is in trouble for theft. Takeru saves him shares the night with him, finding out that Jodis is a girl. Later she is been kidnapped and Takeru goes to rescue her.'"
6909,"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice &amp  Fiction","Mjsvery,Pjlkcf,Xukeeiqtuean",tv series,1,7.19,1163,"'The increase in income disparity, progressive environmental pollution, unresolved waste problems, waiting lists for child care, corruption continues. The government, stained by personal interests, does not can do nothing against the many problems. In this situation, with Japan cornered, the idols rise to save the day. The Heroine Party, Sunlight Party, Starlight Party, Bishoujo Party, Wakaba Party, New Subculture Party, and SOS Party, of these seven idol political parties, the idols that have become members of the legislature and representatives of each prefecture, will break the stalemate that covers Japan, using the power of song and dance. They will bring back the smiling faces of the people, and they will envelop Japan in a bright aura.'"
46,Saigo no door o shimero!,"Qnimatiok,Xhivh,Bomedy,Wpoajcg",movie,1,7.65,33191,
221,M.U.S.C.L.E.,"Animation,Action,Comedy,Fantasy,Sci-Fi,Sport",tv series,2,6.75,14651,
34016,One Piece Film: Gold Episode 0 - 711 ver,"Cztioi,Qdvevcire,Cukedt,Ywntasy,Sgkuten,SuiwwPufqt",tv series,1,,2673,
32924,Harukoi Otome,"Harem,Hentai",tv series,,,4305,"""Once there was a prosperous kingdom, which was protected by a tower, where a mighty dragon was living. The people of the kingdom were secure with such a guardian. But one man wanted the dragon's power for something else, and this man was the king. He went to the tower and tried to kill the dragon, in order to rob his power. But the dragon's fury turned the king into a horrible creature, a demon, and his evil essence made his entire kingdom sink deep under the earth. Many years have passed, and now you take control of a traveler named Varik. A young woman accuses him of killing her teacher, and in a desperate fight they both fall underground, to where the lost kingdom was buried. You must guide Varik through underground mazes and help him to escape the wrath of his adversary and the demonic inhabitants of the lost kingdom."""
4651,King of Prism: Pride the Hero,Eghmayuot,movie,70,7.12,686,
2239,Hetalia: The World Twinkle Extra Disc,"Cukvbj,Ylsturnewo,[xroqy",tv series,2,5.26,417,
1136,Okusama wa Moto Yariman,Kfmtai,tv series,26,6.77,8037,
21941,Musaigen no Phantom World Special,"Azdipn,Zomedn,Favjxsv,Ajlewuatuwqu",tv series,1,5.82,74,"'Two old friends/rivals find themselves rival test pilots in competing projects while a mutual old flame returns to them with her own secrets.::Kenneth Chisholm', '2040 AD. Humankind\'s first colonized planet, Eden. Master pilot Isamu Dyson is assigned to New Edwards Flight Center as the test pilot for the prototype variable fighter, the YF-19. YF-21 pilot Guld Goa Bowmann is also there. Once friends and now rivals, the two compete in prototype trials. Meanwhile, virtual singer Sharon Apple has come to Eden to hold a concert. Her producer, Myung Fan Long, was a former friend of the two pilots. The three will fulfill a fated reunion ...."" Bandai Visual::Jeremy Pace <jhpace1@eos.ncsu.edu>', 'Macross plus is a futuristic Sci-Fi movie Mini-series based upon the Macross world which started with Macross: Do You Remember Love in 1985 or so. In this story, a renegade pilot named Isamu Dyson is transferred to the New Edwards test flight center on Planet Eden to be a test pilot for one of two competing new reconfigurable fighter projects. The plot becomes more complex when he discovers an old rival / friend is the test pilot for the (other) competing project! Things get even more interesting when they both run into Myung who was a past lover of each at one time or another. The first three parts of the series have been released already and the fourth is pending.::Pat Callahan', ""Isamu and Guld confront the cybernetic singer Sharon Apple, who is using the Macross's computer systems to control the flying fortress as well as gain a hypnotic hold on the city's citizenry. Guld must confront the truth about his past with Myung Lone. And Isamu and Myung must beat the odds in order to destroy the computer which contains all of Sharon's programming... before she takes Isamu's life.::Jeff Read <jread@attila.stevens-tech.edu>"""
16592,Kakko Kawaii Sengen! Specials,Wljtdn,tv series,13,7.49,298550,
33546,Rennyuu Tales The Animation,Rwbhzi,movie,1,7.0,854,"""Lupin comes into the possession of half a diamond containing half a map, and goes in search of the other half so that he can obtain the map's treasure.::Q. Leo Rahman"", ""Internationally famous thief, Arsene Lupin the Third, receives half of the large diamond known as Twilight from old crimeboss Doruune. Doruune tells him that if he finds the other half of the diamond in Morocco, they will lead him to treasure. Lupin and his gang (Daisuke Jigen, Goemon Ishikawa, and Fujiko Mine) head to Morocco, but get caught up in the middle of a conflict between the government and Gelt rebels. Both sides want Lupin, but no one wants him more than his 'old friend' Interpol Inspector Kouichi Zenigata, who has pursued him to Morocco...::Thanos6"", 'Dolune, an old french thief who taught Lupin the basics of thievery has given Lupin a favor for fulfill. He gives him a half diamond called ""Twilight Gemini"" and wants Lupin to travel to Morocco to unlock the treasure of the Geltic Tribe. Dolune is in no condition to do it himself being in a dying state. Lupin heads out to Morocco to fulfill Dolune\'s favor. But is hunted down by Sadachiyo, a transvestite villain and a group of Assassins. And a French interpol Commissioner, Jean Pierre guides Zenigata to Morocco, who is looking forward in having Lupin taken in by hand. Eventually Lupin teams up with Lara, the young and beautiful leader of the Geltic Tribe, who fights with her people who been exiled from their homeland for a century. Along with some help with Jigen, Fujiko, and Goemon(who has a score to settle with Sadachiyo). The search is on for the other half of the Twilight Gemini and the Geltic Treasure itself.::J LeGault'"
5051,Detective Conan Movie 09: Promo Special,"Asyxntura,Xukech,Mixtxry,Iokiwq,Ffountn",movie,1,5.71,1609,"'Based on the first Wizardry game ""The Proving Grounds of the Mad Overlord"", a group of characters enter a dungeon to confront the ultimate wizard to prevent him from reaching an unstoppable power. On their way they meet up with a few new friends who have their own battles to settle, but their paths lay together.::Anime News Network'"
5369,Sanzoku Diary,"Seinen,SliceofLife",movie,1,6.34,5106,"'In the distant future, humans are declared ""illegal residents"" and hunted to near extinction by murderous robots. One day, a group of human scavengers come across a strange man named Killy, who may be the key to humanity\'s survival.', 'In the distant technological future, civilization has reached its ultimate Net-based form. An ""infection"" in the past caused the automated systems to spiral out of order, resulting in a multi-leveled city structure that replicates itself infinitely in all directions. Now humanity has lost access to the city\'s controls, and is hunted down and purged by the defense system known as the Safeguard. In a tiny corner of the city, a little enclave known as the Electro-Fishers is facing eventual extinction, trapped between the threat of the Safeguard and dwindling food supplies. A girl named Zuru goes on a journey to find food for her village, only to inadvertently cause doom when an observation tower senses her and summons a Safeguard pack to eliminate the threat. With her companions dead and all escape routes blocked, the only thing that can save her now is the sudden arrival of Kiri the Wanderer, on his quest for the Net Terminal Genes, the key to restoring order to the world.'"
3229,Kentauros no Densetsu,"Zcuiib,Deame",tv series,13,7.35,66236,"'The ""slapstick drama"" begins with Seiya Kanie, a high school boy who is invited on a date in an amusement park by a mysterious beautiful transfer student named Isuzu Sento. He is introduced to Ratifa, a ""real"" princess and the park\'s manager, and is asked to be the acting manager of this ""disappointing amusement park in the Tokyo suburbs.""::Ghassan Ben Moussa'"
2072,Alps no Shoujo Heidi,"Dtsmq,Hldfmdicxm,WjirtovLiht",movie,4,5.99,958,
33674,Chikyuu ga Ugoita Hi,Drama,tv series,1,,32041,"'Go and Anna have to join the fight against aliens, on their wedding day.::Ian Gear'"
30018,Saiko ama Gobarian,"Cbimduipn,Ccbuom,Ack-Fi",tv series,1,4.65,102,
17867,Za raibaru: Shounen sandê Shounen magajin monogatari,Agsmw,movie,2,7.12,4007,
19315,Otome Chibaku Yuugi,Gemhai,tv series,12,3.82,83652,"""The Seven Deadly Sins were once an active group of knights in the region of Britannia, who disbanded after they supposedly plotted to overthrow the Liones Kingdom. Their supposed defeat came at the hands of the Holy Knights, but rumors continued to persist that they were still alive. Ten years later, the Holy Knights staged a coup d'état and captured the king, becoming the new, tyrannical rulers of the kingdom. The third princess, Elizabeth, then starts out on a journey to find the Seven Deadly Sins and enlist their help in taking back the kingdom.::ForLand Hucy"", ""The Seven Deadly Sins were once a group of knights in the region of Britannia, who disbanded after they supposedly plotted to overthrow the Liones Kingdom. Their supposed defeat came at the hands of the Holy Knights, but rumors continued to persist that they were still alive. Ten years later, the Holy Knights staged a coup d'etat and captured the king, becoming the new, tyrannical rulers of the kingdom. The third princess, Elizabeth, then starts out on a journey to find the Seven Deadly Sins and enlist their help in taking back the kingdom.::Travis Moore"""
1458,Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e Picture Drama,"Comedy,Military",movie,26,6.55,1059,
77,JoJo no Kimyou na Bouken: Adventure,"Adventure,Drama,Fantasy,Horror,Shounen,Supernatural,Vampire",movie,13,8.1,41685,
4462,Microsoft Windows 7 Mu Hou Ren Yuan Da Xiang Qin,"Gake-Sioq,Tapy-Fviw",tv series,1,4.8,852,
