25057,"Watashitachi, Luck Logic-bu!","CCoordd,,ooi",movie,1,5.67,50,
20329,Cornelis,"Biography,Drama,Music",movie,10,5.69,4608,"'Biographical account of singer and composer Cornelis Vreeswijk including his breakthrough and his marital problems.::Mattias Thuresson', ""Cornelis is the unique chronicle about one of Sweden's greatest music legends - Cornelis Vreeswijk. An honest and gripping account of an exceptionally talented, but self-destructive artist's intense life both on and behind the stage. A man who during his whole life was searching for love and confirmation.::SF International"", ""In 1964, Cornelis Vreeswijk, a 27 year old mental care student, attends a party where he performs a song he has written. One of the guests is the artist Fred Åkerström who brings Cornelis with him to a record company, Metronome. The company is immediately attracted to his songs and soon after Cornelis' first album is released. He becomes a national sensation, frequently on tour and recording new albums. But his successful career with staying away from home, excessive drinking and his stint in prison puts a strain on his marriage.::Mattias Thuresson"""
4961,Kodomo no Jikan Recap,"CCeef,,xii,,Zcchhoopk",movie,2,6.69,831,"""Akira is beautiful-so much so that he can have any girl...or guy that he lays eyes on. Unfortunately, the only woman he has ever wanted is the one woman he could never have-his own sister. When he first met Kaname-innocent to the ways of the world-his own world slowly began to change. The realization of the reality that his sister can never be his and that he can never find true comfort in her arms devastates him. There, from the depths of his despair, he finds salvation in Kaname's loving embrace.::animenewsnetwork.com"""
1117,Kuro,DDrraansKyyssryy,movie,1,7.46,78876,'A Japanese woman living in Paris with her paraplegic lover reminisces about their time together in Japan.'
8247,Mujin wakusei Survive,"AAiiaatt,,AAfvvrteeFFaannyssyy,,SSxFFii",tv series,1,7.75,94074,"""A group of teenagers from a deep space colony become lost when their shuttle is sucked into a gravity storm, and end up on a habitable, but, for some reason, uninhabited planet. Now it's up to them to survive, to overcome their differences and character flaws, to make strange new friends, to face unexpected enemies, to discover the planet's ancient secrets, but, most importantly, to find a way home.::Dimitry Rotstein"""
16524,Mint,"lkddhrrqmm,,Rnnyaayy",movie,13,7.64,170754,"'Mint tells a heartwarming and very human story about life and redemption. An aspiring editor tries to get an exclusive contract with a retired poet who is mourning the loss of his wife. As their relationship deepens, the editor comes to understand his sadness and determines to shepherd him back to happinness. Her cheerful character improves his mood, but she is later struck down by a serious illness. The poet calls on enchantment in his past to help her future.'"
28569,Anime Tenchou x Touhou Project,"FFqnnysw,,Naa",movie,1,6.67,38,
31348,Sonic Highways,"iirrrr,,MMy",tv series,1,6.6,51,"'Sonic Highways commemorates the Foo Fighters 20th anniversary by documenting the eight-city recording odyssey that produced their latest, and eighth, studio album.::Anonymous', 'To salute the band\'s 20th year and inspire its eighth studio album, Foo Fighters\' founder/frontman Dave Grohl has produced ""a love letter to the history of American music."" His documentary taps into the styles and heritage of Austin, Chicago, Los Angeles, Nashville, New Orleans, New York, Seattle and Washington, D.C. Each hourlong episode has Grohl and bandmates Taylor Hawkins, Nate Mendel, Chris Shiflett and Pat Smear recording a song in each city. Locals Buddy Guy, Joe Walsh, Dolly Parton, Rick Nielsen, Chuck D, Allen Toussaint, Gary Clark Jr. and others, contribute to tracks, illustrating how one\'s surroundings affect tonal/rhythmic traits and how music legends impact their hometowns.::Jwelch5742'"
10139,Soreike! Anpanman: Baikinman no gyakushû,Animation,movie,1,6.63,258,
21659,Canvas: Sepia-iro no Motif,"CCimmeehoommee,,llkviffiiffee",movie,1,7.82,83795,'A comedy between a young girl and her two housemaid boyfriends.'
31692,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,CCmmdPPook,movie,,4.75,35,"""In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.::page8701"""
33279,Shitai wo Arau The Animation,Hentai,tv series,2,4.5,62,"'A young Chinese woman named Kunyan finds herself subjected to a variety of bizarre, life-threatening situations. She must act quickly if she hopes to escape her plight in one piece.::Akira (akira625@comcast.net)'"
6418,McDull and Chinese Culture,pmmhHHuylkccsll,movie,1,6.89,4111,
3335,I My Me! Strawberry Eggs,"AAbkkaattknn,,iwddhDDrraaq",tv series,42,7.39,1155,"'A compassionate young male teacher, with the help of his resourceful landlady, works in a sexist school disguised as a woman.::Kenneth Chisholm'"
875,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,"SttiiiiileccMMsuqoSrrttss,,kii",movie,1,7.88,32756,"'Tamio Moroi graduates from a prestigious university and obtains a job at the Camel Brewery in a distant town. He is keen to work hard, but is warned to take it easy and just appear as if he were working. He receives a letter from his father saying that his mother is going crazy. After hiring a psychiatric student from his university to investigate his mother, she comes to visit him to tell him that it is really his father that is going insane. His university girlfriend, Miss Iki, visits him in his bleak dorm, after losing her teaching job, but he cannot afford to marry her. A while later Tamio loses his job, due to a series of odd ailments. Finally he obtains work as a school janitor, and meets Miss Iki again in the unemployment line, but finds that she is now married - to a janitor.::Will Gilbert'"
1007,Himekishi Olivia,Hentai,movie,6,7.87,16804,'Pikachu and friends play peek-a-boo.'
870,Mahou no Rouge Lipstick,eeii,tv series,2,7.05,11596,
216,Trava: Fist Planet,AAbiim,movie,1,6.11,1804,'Trava and Shinkai travel to finish surveying an unknown and possibly dangerous planet.::Josh Wunder'
7593,Saishuu Shiken Kujira Progressive,"Drama,Romance",tv series,12,7.09,215361,'Follow the life of Tadayasu Sawaki as he enrolls in an Agricultural University and learn about bacteria and viruses that he alone can see with the naked eye.::Alberto'
24363,Orecchie,CCpkwddu,movie,1,5.25,128,"'This tragicomedy begins when a man wakes up with a low ringing sound in his ears and discovers a cryptic note on his fridge ""Your friend Luigi has died. P.S. I took the car.""', ""A man wakes up one morning with an annoying ringing sound in his ears. A note on the fridge says: 'your friend Luigi has died. P.S. I took the car'. The problem is that he does not even remember who this guy Luigi is. This is just the beginning of a tragicomic day during which he will be plunged into the folly of the world. One of those days that change your life forever."", ""DIRECTOR'S NOTES I knew from the start that Ears, as I imagined it, was a comedy that could never have been made according to the usual ways and means of production. The style of filming, consisting of long takes, with extended pauses and silences, the challenge of trying to create a comedy that depends on dialogue rather than on situations using an infinitely small event (waking up with a ringing sound in one's ears) in order to refer to infinitely greater themes, while always keeping a light touch, makes Ears a rather strange and oblique comedy, which is rather unusual within the Italian panorama of film production. For this reason the Biennale College - Cinema of the Venice Film Festival provided the perfect opportunity as the limitation of the super low budget offered creative freedom I needed. Every time I sat down to write scenes I imagined them in black and white, as if I could not see them in any other way, and as if there was a need to strain or filter the images in order to free them from colour, so that they could completely attain their most basic impact: that of the face, of the word, and of the whole scene. Alessandro Aronadio"""
26019,Bishoujo Senshi Sailor Moon Super S: Fuwa Fuwa Panic,AAfgulnn,tv series,1,6.78,3280,
937,Coconut Fred's Fruit Salad Island!,nnaattiioobCCmmee,tv series,1,6.79,16552,"""Coconut Fred's Fruit Salad Island features a tiny tropical haven for living, breathing bananas, melons, mangos, lemons and other fruit who have made it their home with a wacky, weird and wild coconut named Fred. A ball of endless energy, filled with a big heart and sweet, sloshy milk, Fred is an eternal optimist who pursues his dreams. As Fred contemplates his next big idea, whatever he thinks about actually happens with a little help from the creative show team at WBA.::Anonymous"""
17187,Armitage III,AAnnknnnSSfii--FFGiiot,tv series,1,7.64,31747,"'In the year 2046, a cop and his female android partner called Armitage, part of the latest android line known as ""class III"" models that look, act and feel human, investigate illegal manufacture of class III androids on colonized Mars.::Anonymous'"
10429,American Horror Story,"DDtsnqHHrrprr,,brroeerr",tv series,1,6.22,1572,"'An anthology series centering on different characters and locations, including a house with a murderous past, an insane asylum, a witch coven, a freak show, a hotel, a possessed farmhouse, a cult, and the apocalypse.', 'Both physical and psychological horrors affect a decomposing family, workers and residents of an insane asylum, a coven of witches, a cast of circus freaks, the employees and guests at a struggling hotel, a family who moved into a mysterious farmhouse, and the members of a small suburb in Michigan in this haunting anthology series, focusing on the themes of infidelity, sanity, oppression, discrimination, addiction, and exploitation.', 'American Horror Story is a horror series in which every season tells a different story. The first season is about a haunted house, and the family that has moved into it. The second season centres around an insane asylum and a man who is wrongly accused of murdering several women, including his wife. The third season tells the story of a coven of witches trying to figure out who their new ""supreme"" is. The fourth season is about a ""Freak Show"" and the lives of its performers. The fifth season is about the employees and guests at the Hotel Cortez, a building made as a secret torture chamber in the 1920s. The sixth season is about a farmhouse near Roanoke, North Carolina that is besieged by the ghosts of the infamous lost colonists and other strange happenings.::Erica Adina Amaral', 'American Horror Story is an horror television anthology series. Each season is conceived as a self-contained miniseries, following a disparate set of characters and settings, and a story-line with its own beginning, middle, and end. While some actors appear for more than one year, they usually play completely different roles in each season.::ahmetkozan', 'A house haunted by murderous spirits, a catholic insane asylum from the 60s, a coven of witches, a freak show starring some truly twisted characters, a hotel filled with serial killers run by a vampire countess, an isolated haunted shack that may hold the secrets to the disappearance of the Roanoke colony, a cult on the rise after the 2016 Presidential election and an outpost that hides the few survivors of the apocalypse. Every new season comes all new, wholly American terrors in this interconnected modern horror anthology series.'"
1824,Blue Gender,"Animation,Adventure,Drama,Horror,Romance,Sci-Fi",tv series,1,7.92,16474,"'The year is 2031, and after being in cold-sleep for twenty-two years, Yuji Kaido wakes up in the middle of a war for human survival against giant insects called the Blue, who have overrun the Earth and have killed almost the entire population.::fml_lopez'"
3004,Toushindai My Lover: Minami tai Mecha-Minami,Yeebtts,tv series,2,6.38,2708,"'Best friends Mikan and Hotaru are separated when Hotaru is scouted by a special school called ""Alice Academy."" Mikan determines to enroll too but Alice Academy is a mysterious place.'"
26351,ToHeart 2,"Animation,Comedy,Drama,Romance",tv series,16,6.77,62601,
9886,Sugar Bunnies Fleur,Ie,tv series,1,5.8,92,"""Usavich is a series about an odd pair of rabbits imprisoned in a Soviet Gulag. Shows the absurd everyday occurrences of the two rabbits' prison life, and the the two rabbits' life on the run from law enforcement."""
4246,Hâi Akko desu,QnnuttkoonnCCpmmyy,tv series,1,7.25,32514,
22687,Kaden Manzai John TV Show!,CCooeeyy,movie,13,7.14,95964,"'A group of friends were separated when one of them died in an accident. Later on she comes back as a ghost trying to get into heaven but to do that her friends must grant her a wish.', 'A group of friends were together forever until one of them died and they all went there separate ways. One day the leader of the group was able to see the girl that died and what has to do is grant her, her wish so she can rest in peace but this means that he must regroup all of his childhood firends'"
3676,Trick or Treat or Die!,CCookyy,tv series,47,6.48,632,
74,Ai Sky Tree 21,Action,movie,26,7.8,52995,"""Lambert joins the Dragon Slayers' League to save Altera from the Black Dragon."", ""The land of Altera has observed an uneasy peace for years among Humans, Elves and Evil beasts who are loyal to the legendary Black Dragon. But the Black Dragon begins to stir from its hibernation, sending the Beasts marching across Altera. With a beast conquest perilously close, a small group of Humans and Elves unite to try to find a secret hidden road to the Black Dragon's cave and destroy it. But the fate of all of them may be in the hands of the young warrior Lambert, who must summon the confidence and skill to face the Black Dragon himself just when all may be lost.::Mili Pictures"""
12755,Pokemon Housoukyoku,"ddeebuur,,oommeeddaannttqssyyMuz",movie,1,6.13,1039,"""Yasuji Mori's short about a kitten drawing pictures on a wall."""
892,Lament of the Lamb,enaa,movie,1,7.09,25740,"'Ever since his mother died, Kazuna Takashiro has been living under the roof of Mr. And Mrs. Eda, who are his father\'s friends. One day, he passes out while working as a model in an art class. Repeated nightmarish imageries invade his mind, and, without even knowing, he heads toward his old home. Once he gets there, he is reunited with his older sister, Chizuna, who tells him about the secret of the grave ""illness"" that runs in their family. An illness that make them overcome with a desire for blood of others. When Kazuna\'s symptoms are all apparent with shivering fit and all, Chizuna tries to give him her own blood, and remarks that nothing can be done about it.'"
12967,Benkei tai Ushiwaka,nqgonnSSoo,movie,12,6.43,106391,
16916,Beet the Vandel Buster Excellion,AAeceettuurrFFqaaupymeeSSuuppeetnnaayuurrk,tv series,1,8.07,41760,
23759,Kansen 2: Inzai Toshi,aak,tv series,1,5.31,201,"'A minor god seeking to gain widespread worship teams up with a human girl he saved to gain fame, recognition and at least one shrine dedicated to him.::Anonymous'"
16518,Fantasia,"AAkmmsiiooDsoaajsyy,,MMiocc",movie,12,6.68,38819,"'A collection of animated interpretations of great works of Western classical music.::Kenneth Chisholm', 'Disney animators set pictures to Western classical music as Leopold Stokowski conducts the Philadelphia Orchestra. ""The Sorcerer\'s Apprentice"" features Mickey Mouse as an aspiring magician who oversteps his limits. ""The Rite of Spring"" tells the story of evolution, from single-celled animals to the death of the dinosaurs. ""Dance of the Hours"" is a comic ballet performed by ostriches, hippos, elephants, and alligators. ""Night on Bald Mountain"" and ""Ave Maria"" set the forces of darkness and light against each other as a devilish revel is interrupted by the coming of a new day.::David Thiel <d-thiel@uiuc.edu>', 'An innovative and revolutionary animated classic from Walt Disney, combining Western classical music masterpieces with imaginative visuals, presented with Leopold Stokowski and the Philadelphia Orchestra. The eight animation sequences are colorful, impressive, free-flowing, abstract, and often surrealistic pieces. They include the most famous of all, Paul Dukas\'s ""The Sorcerer\'s Apprentice"" with Mickey Mouse as the title character battling brooms carrying endless buckets of water. Also included are J.S. Bach\'s ""Toccata and Fugue in D Minor""; Tchaikovsky\'s ""Nutcracker Suite""; dinosaurs and volcanoes in Stravinsky\'s ""Rite of Spring""; the delightful ""Dance of the Hours"" by Ponchielli with dancing hippos, crocodiles, ostriches, and elephants; and Mussorgsky\'s darkly apocalyptic ""Night on Bald Mountain.""::Tim Dirks'"
375,Live On Cardliver Kakeru,"qwu,,aammw",tv series,12,6.69,4038,
32346,"Boku datte, Kirei ni Shitainda",Iss,movie,1,5.52,178,
1820,Chicchana Yukitsukai Sugar Specials,FookeeeyysggiiccbpnooSSlliiccwoodLLw,tv series,2,5.65,921,"'Commonly known as the ""Dungeon,"" the city of Orario possesses a huge labyrinth in the underground. Its strange name attracts excitement, illusions of honor, and hopes of romance with a pretty girl. In this city of dreams and desires, new adventurer Bell Cranel has his fateful encounter with the tiny Goddess Hestia. Thus begins the story of a boy striving to become the best adventurer and a lonely goddess searching for followers both hoping to reach their goals and perhaps have some romance on the side.'"
7530,Relic Armor Legaciam,"AAiinaattuoonnQxii,,ccii--o",movie,1,5.4,203,"'The planet Libertia was once known as ""the planet of death"", until humanity built three giant mirrors and created what seemed like an ideal land. It is on this planet that Professor Grace and his granddaughter Alcia live peacefully - until their home is attacked by Guild soldiers looking for the professor and for Legaciam - a special Armor that can resist extreme heat, allowing it to go to areas where humans would not survive normally. Alcia, who was at the time piloting Legaciam in order to help her grandfather with the testing, manages to get away - barely. But the Guild is determined to get Legaciam by any means necessary.::http://www.animenewsnetwork.com'"
27951,Moyashimon CGI Anime,oowDooioAoeefnnsttrraall,movie,1,4.95,168,
31326,Sky Wizard Academy,"AAqobAAfttop,,nnttaau",tv series,6,7.37,18288,"""This is based on a Japanese light novel series by Yu Moroboshi and illustrated by Yuka Nakajima. Plot - Humanity was driven off the land by the threat of magical armoured insects and now live in aerial floating cities. It's defences lie in wizards who fight the insects with magic in mid-air. Kanata Age is a young man who lives on the floating wizard academy city of Misutogan. He was once celebrated as the Black Master Swordsman, the elite ace of the S128 special team. However, he is now despised as a traitor. One day, he's assigned as the instructor of E601, a team that has suffered over 100 consecutive defeats. Miso ra Whitale, Lecty Eisenach and Rico Flamel are its members::Elora Matthias"""
12399,Kore ga watashi no go shujin sama!!,"mmaattnnFeeeyy,,oonaaee",tv series,1,5.89,199,"'Izumi and Takami have a final showdown, leading to a final victory both expected and unexpected!::Q. Leo Rahman'"
21539,OVA Kanokon: Manatsu no daishanikusai - Ge,"Animation,Short",movie,52,6.63,87,'Summer break is here and everyone is enjoying the warm weather. Chizura and Nozomu fight to try to get private alone time with Kota and Tayura also wants to make plans of her own.'
24847,Karo & Piyobupt: Imagination,"AAnnkttkib,,ify",movie,1,5.0,475,"'Karo was hurrying to his house on a rainy day. Then he met a fish swimming in the air. He talked about the fish to Piyobupt but he laughed at Karo. So they started to imagine. And outside of the window, flying fishes were enjoying the rain.'"
31815,Mangirl!: Asobu Henshuu Girl,"Comedy,SliceofLife",movie,4,7.13,9961,"'Three girls, who have psychic powers, found a justice supporting group called the ""Gakuen Choujotai"" (Academy Super Girl Team). Psychokinesist Yumi, telepathist O-Kei, and Mai, who has superhuman strength. However, they are still inexperienced in using these powers. Meanwhile, a suspicious organization, the ""Psychic Power Research Society"" secretly works on a method to control the students\' minds. The time has come for the Academy Super Girl Team.::YouTube'"
842,Hikenai Guitar wo Hikundaze,Music,movie,10,7.23,6086,"'The film is about 4 high school seniors, who race on the mountain roads at night in order to refine their motorcycle skills build up their skill in an attempt to become professional motorcycle racers.'"
16786,Dirty Pair Flash,"AAbosttnnZhhi,,ccttimmdddh,,Wccuii",tv series,1,3.11,133,'Yuri and Kei are given accommodations at an all-girls boarding school from the 20th century. Yuri finds the life as an exchange student a lot of fun.::Anonymous'
30165,Blue Sonnet,Animation,movie,1,4.15,97,'A superhero girl enhanced with cyborg abilities is sent on a mission to investigate another school-girl with latent telekinetic powers.::Niz'
25345,Black Bullet: Tenchuu＊Girls,FFaabyqss,movie,4,7.61,6158,"'The movie will compile the episodes from the second season of the anime, and will also have new cuts of animation.::myanimelist'"
28617,Ask Dr. Rin!,"Snniinqttnn,,FFqyz",tv series,12,7.16,93000,"""Meirin Kanzaki is a girl in junior high school who happens to be a feng-shui master. Although she uses her powers to give love advice, she's sadly pining after her cynical childhood friend, Asuka, who refuses to believe in feng-shui. But when evil forces try to steal her powers, Meirin will have to use her feng-shui to protect the world.::ropeys"""
5321,Tomo ka teki ka? Tekken mahha panchi no otoko arawaru sono na wa J,SjaaklnnAAvnn,tv series,2,6.43,1958,
18149,Mamono Hunter Yôko no jijô,"AAmosttom,,AAccttoonn,,oorddyy,,Ypuussii",tv series,1,5.04,2334,
4396,Hidamari no ki,DDrrmm,tv series,1,4.42,530,
5640,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs Shin-O 60-bu Special!!,Sfttiiljidtkessoojnnbuuwfieerr,movie,1,6.07,402,
23085,Mezzo DSA,"Animation,Action,Comedy,Crime,Drama",tv series,1,6.67,76,'Mikura and her friends are back for more danger then ever in these 13 action packed episodes.'
4060,The Kremlin Letter,ummtaammTTrrkkee,movie,24,7.62,1938,"'During the Cold War a Naval Intelligence officer endowed with a powerful photographic memory is transferred to the CIA to participate in a covert operation in Moscow.::nufs68', 'A network of older spies from the West recruits a young intelligence officer with a photographic memory to accompany them on a mission inside Russia. They must recover a letter written by the CIA that promises American assistance to Russia if China gets the atomic bomb.::<eteam@sunsent.com>', 'The Tillinger Foundation, which is dedicated to missions of higher culture and which has ramifications all over the world, is in reality one of the most important centres of specialised espionage of the United States.::Volker Boehm'"
30831,Swan Lake,"Animation,Adventure,Family,Fantasy,Musical,Romance",movie,10,8.03,244877,"'A prince falls in love with a princess cursed to change into a swan by day, but their love is threatened by the sorcerer who keeps her imprisoned.::cupcakes', 'The hero, Prince Siegfried, is out riding one day with his friends when he spies amidst swans on a lake a particularly eye-catching one with a crown on its head, the familiar Princess Odette. The princess is charmed by an evil wizard Rothbart who is crazy about marrying Odette. Handsome Prince Siegfried together with two merry squirrels struggle to defeat the evil wizard to complete this classic fairy tales. The movie features original Tschaikovsky music.::Lucky-16', ""Brimming with intense sentiments and Pyotr Ilyich Tchaikovsky's thrilling music, Swan Lake commences with the awed Prince Siegfried's first encounter with a dainty and mysteriously alluring swan adorned with a golden crown. Compelled to follow this magnificent and noble cygnet, the young aristocrat will soon discover Princess Odette's cruel story and the terrible fate that awaits her after the shape-shifting sorcerer Rothbart's vitriolic curse. Like a priceless trophy, the invincible magician keeps the helpless lady locked up in a cold and dank room in his horrible castle; however, no obstacle can come between the fervent lovers. Can true love triumph over the dark forces of evil?::Nick Riganas"""
20939,The Superdimensional Fortress Macross: Flash Back 2012,boornnkykZiiii,movie,1,7.42,35583,"""Flash Back 2012 is Minmay's farewell concert. Featuring some of her best songs, the music is performed over various scenes and events taken from the first Macross television series as well as Macross: Do You Remember Love film. Also included is a newly animated closing sequence showing the launch of Misa's colony vessel, the Megaroad-01, into space."""
23739,Tokyo Futago Athletic,"oommeeddu,,ppoorrttz",movie,2,5.71,128,"'Following the characters of Attack on Titan, this comedy Chibi show explores their days in training from a satirical angel.::Niklas Zenius Jespersen'"
9959,Channel 55 4th Season,"Comedy,Parody",tv series,1,7.51,465,"'In a city where the paranormal and ordinary co-exist, the Libra organization battles to ensure peace and order.', ""A breach between Earth and the netherworlds opened up over the city of New York, trapping New Yorkers and creatures from other dimensions in an impenetrable bubble. Over time, this bubble became Jerusalem's Lot, a homeworld of wondrous beings and crazy sci-fi sensibilities. Now someone is threatening to sever the bubble and unleash chaos across the dimensions, and it's up to a special group of superhumans to preserve Jerusalem's Lot."""
16552,Itohan monogatari,DD,movie,1,4.5,81,
30958,Ryoujoku Hitozuma Onsen,eeii,tv series,5,5.0,42,
8730,Koikishi Purely☆Kiss The Animation,HHrjsii,movie,1,5.07,242,
23059,Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,HHmttaak,tv series,1,4.54,527,'A story about a bad cop standing up to an even worse society.'
3089,Mashou no Nie 3,Jnnttk,tv series,1,7.4,32660,"'A teenage girl divides her time between working in London for the famed Belgian sleuth, Hercule Poirot, and staying in the countryside with her shrewd great-aunt, Jane Marple.::L. Hamre', ""1930s England; spirited teenager Mabel West is determined to live her life on her own terms. Her father agrees to let her leave her stuffy boarding school and seek employment in London. In the city, she works as a junior assistant to the famous Belgian detective, Hercule Poirot. Also accompanied by Poirot's assistant Hastings, secretary Miss Lemon, and Inspector Sharpe, the formidable team solve numerous exciting mysteries. However, Mabel does not forget her family and often travels to the countryside to stay with her great-aunt Marple. This shrewd older woman also has a reputation for solving puzzling mysteries.::L. Hamre"""
